geo_accession,Seq,hsa-miR-320a,hsa-miR-575,hsa-miR-602,hsa-miR-614,hsa-miR-620,hsa-miR-638,hsa-miR-663a,hsa-miR-92a-2-5p,hsa-miR-135a-3p,hsa-miR-125a-3p,hsa-miR-92b-5p,hsa-miR-885-3p,hsa-miR-887-3p,hsa-miR-939-5p,hsa-miR-1228-5p,hsa-miR-1203,hsa-miR-1258,hsa-miR-1262,hsa-miR-1268a,hsa-miR-1307-3p,hsa-miR-1469,hsa-miR-1909-3p,hsa-miR-1915-3p,hsa-miR-3141,hsa-miR-3156-5p,hsa-miR-3178,hsa-miR-3180-3p,hsa-miR-3184-5p,hsa-miR-3187-3p,hsa-miR-3194-5p,hsa-miR-4294,hsa-miR-4276,hsa-miR-4286,hsa-miR-3180,hsa-miR-642b-3p,hsa-miR-4433a-3p,hsa-miR-4435,hsa-miR-4449,hsa-miR-4464,hsa-miR-4481,hsa-miR-4492,hsa-miR-4526,hsa-miR-4530,hsa-miR-4532,hsa-miR-3940-5p,hsa-miR-4634,hsa-miR-4648,hsa-miR-4649-5p,hsa-miR-4675,hsa-miR-4687-5p,hsa-miR-4707-3p,hsa-miR-4728-5p,hsa-miR-4730,hsa-miR-4734,hsa-miR-4741,hsa-miR-4746-3p,hsa-miR-4758-5p,hsa-miR-4783-3p,hsa-miR-4787-5p,hsa-miR-5195-3p,hsa-miR-5572,hsa-miR-197-5p,hsa-miR-1233-5p,hsa-miR-1238-5p,hsa-miR-6088,hsa-miR-6090,hsa-miR-6131,hsa-miR-6501-5p,hsa-miR-128-1-5p,hsa-miR-328-5p,hsa-miR-1343-5p,hsa-miR-6729-5p,hsa-miR-6749-5p,hsa-miR-6756-5p,hsa-miR-6765-5p,hsa-miR-6766-5p,hsa-miR-6768-5p,hsa-miR-6769a-5p,hsa-miR-6781-5p,hsa-miR-6784-5p,hsa-miR-6786-5p,hsa-miR-6787-5p,hsa-miR-6798-5p,hsa-miR-6802-5p,hsa-miR-6805-5p,hsa-miR-6805-3p,hsa-miR-6816-5p,hsa-miR-6825-5p,hsa-miR-6858-5p,hsa-miR-6861-5p,hsa-miR-6869-5p,hsa-miR-6875-5p,hsa-miR-6885-5p,hsa-miR-6889-5p,hsa-miR-7110-5p,hsa-miR-7114-5p,hsa-miR-7704,hsa-miR-8059,hsa-miR-8069,hsa-miR-8073,Breast Cancer
2852803,4,5.006,8.067,6.019,8.564,-3.178,12.993,10.642,8.499,6.535,7.323,8.946,4.553,7.772,7.817,12.073,6.816,-3.178,-3.178,11.615,5.902,10.656,9.106,11.372,7.815,3.69,12.174,9.229,8.374,5.724,5.212,10.842,5.294,6.528,8.733,7.963,7.083,6.817,6.838,-3.178,6.527,10.485,4.849,10.853,11.04,12.266,8.921,5.631,8.967,6.772,5.857,6.598,7.063,10.09,12.116,9.941,7.475,8.357,5.336,13.558,5.765,7.121,7.616,10.23,6.42,10.273,13.031,7.673,3.985,7.773,11.224,10.273,12.945,9.002,8.02,10.698,5.747,9.933,6.519,10.376,12.762,12.574,8.052,10.995,8.028,11.21,7.831,10.609,7.806,8.24,7.121,13.567,9.403,9.829,7.809,8.218,8.955,13.796,8.841,13.121,6.383,0
2852804,7,4.784,7.918,5.812,9.278,1.26,12.794,10.344,8.678,6.05,7.663,8.57,4.649,7.663,7.001,12.062,6.717,-3.374,-3.374,11.496,6.018,10.92,8.873,11.268,7.53,2.486,12.103,8.953,8.243,5.63,4.588,10.551,5.443,5.798,8.835,7.741,6.994,6.143,6.741,1.083,6.575,10.376,4.251,10.463,10.872,12.158,8.972,5.059,8.916,6.534,5.644,6.878,6.916,9.7,12.097,10.204,7.195,8.071,5.329,13.363,6.116,5.983,7.631,10.012,5.938,10.361,12.799,7.044,3.757,7.187,11.09,10.241,12.768,9.015,7.509,10.634,5.474,9.487,6.296,10.307,12.457,12.326,7.821,11.006,7.716,10.869,7.266,10.509,7.168,7.944,6.918,13.445,9.02,9.922,7.257,7.231,8.375,13.454,9.095,12.958,6.049,0
2852805,9,6.078,7.179,6.678,10.905,-1.227,13.217,10.905,8.006,6.921,6.577,8.759,4.144,7.389,7.224,12.092,7.566,-1.227,-1.227,11.323,6.845,10.845,9.471,11.426,7.656,3.435,12.756,9.159,7.922,5.96,3.951,10.153,4.646,7.406,9.06,9.053,6.92,5.127,6.715,-1.227,6.059,10.739,5.531,10.023,12.385,12.695,9.865,5.218,11.148,8.346,5.694,7.493,7.416,11.072,12.918,10.065,7.307,8.867,6.033,14.332,6.737,6.991,7.827,11.51,6.944,10.919,13.428,10.861,-1.227,7.325,11.307,10.081,13.208,10.027,8.661,11.04,6.663,9.468,7.082,10.781,12.397,13.176,8.352,10.813,8.67,11.4,8.659,10.493,6.741,8.44,7.85,14.332,9.245,11.656,7.26,7.816,8.114,14.364,11.149,13.597,8.188,0
2852806,10,4.367,7.504,6.343,10.891,3.163,12.896,10.456,8.028,6.594,7.144,8.704,1.974,7.666,7.769,12.105,7.064,-0.607,-0.607,11.865,6.154,10.646,8.905,11.088,7.027,4.694,12.173,9.26,7.46,5.644,4.908,10.105,5.31,7.391,8.969,8.521,6.797,5.93,5.439,-0.607,5.874,11.038,4.63,10.435,11.669,12.634,9.665,5.78,9.95,7.331,6.148,8.047,6.217,11.108,12.624,10.237,7.065,8.754,5.787,14.094,5.344,7.859,7.536,11.031,7.124,9.783,13.262,9.088,-0.607,7.441,11.317,10.275,13.028,9.802,8.099,11.21,6.127,9.821,7.63,10.636,12.3,12.849,8.32,10.936,8.151,11.113,8.144,10.911,6.974,8.262,7.303,13.819,8.822,10.634,7.779,8.247,7.941,14.02,10.589,13.272,7.527,0
2852807,7,4.753,8.069,5.815,9.72,-2.09,13.18,10.336,8.441,5.963,7.164,8.541,4.466,7.685,7.335,11.865,6.833,2.561,-2.09,11.443,5.773,10.513,9.185,11.009,7.371,3.852,12.335,9.115,7.612,5.957,4.877,10.393,6.037,6.312,9.214,8.276,6.769,6.287,6.975,-2.09,6.438,10.6,4.339,10.598,11.217,12.451,9.248,6.248,9.918,7.414,5.545,7.183,7.142,10.537,12.395,9.783,7.448,8.756,5.355,13.675,6.646,6.628,7.489,10.798,6.426,10.483,12.938,8.652,4.201,7.654,11.345,10.329,12.904,9.497,8.178,10.958,5.724,9.527,6.912,10.668,12.348,12.628,8.435,11.006,7.861,11.214,8.023,10.532,7.549,7.889,6.853,13.466,9.003,10.218,7.702,7.475,8.48,13.836,10.268,13.131,6.695,0
2852808,10,5.477,7.294,5.989,9.757,-2.675,13.2,10.178,7.214,5.165,6.338,8.194,5.414,7.447,7.928,12.037,7.113,-2.675,-2.675,11.698,5.568,10.569,9.193,10.997,7.377,1.808,12.462,9.253,7.648,5.761,3.393,9.88,6.234,7.253,9.366,8.494,6.822,4.372,6.619,-2.675,5.536,10.191,4.685,9.953,11.335,12.529,9.402,6.23,9.837,7.135,5.475,7.175,7.158,10.498,12.756,10.311,7.261,8.793,5.77,13.814,7.027,7.509,7.325,10.585,5.186,10.454,13.167,8.995,4.161,7.501,11.325,10.164,13.052,9.564,8.522,11.081,6.576,8.995,7.128,10.766,12.116,12.844,8.388,10.989,7.771,11.615,8.589,10.518,7.242,8.265,7.349,13.527,9.173,10.269,7.682,8.201,7.555,13.717,10.218,13.327,7.286,0
2852809,8,5.233,6.652,5.757,9.405,-2.398,12.91,10.413,8.529,6.616,5.762,8.577,4.239,7.119,7.534,11.574,6.651,-2.398,-2.398,11.408,6.131,10.592,9.016,10.924,7.613,2.652,11.959,9.082,7.695,5.747,4.505,10.143,5.422,6.392,8.923,8.577,7.116,5.562,6.982,-2.398,6.4,10.672,4.795,9.933,11.584,12.536,9.478,5.838,10.228,7.202,5.807,6.86,6.523,10.927,12.526,9.844,6.81,8.718,5.594,13.85,5.85,6.925,7.517,10.752,6.362,9.55,13.162,10.198,4.459,7.617,11.083,10.093,12.878,9.841,8.075,11.076,6.07,9.582,7.079,10.67,12.483,12.832,8.555,10.734,7.938,11.106,7.929,10.66,7.39,8.132,7.262,13.825,9.122,10.943,7.732,8.037,8.532,13.984,9.699,13.041,6.761,0
2852810,3,5.673,7.058,6.366,10.538,-1.721,12.912,10.541,7.754,6.487,6.121,8.631,4.97,7.217,7.618,12.088,6.881,-1.721,-1.721,11.637,5.772,10.656,8.948,11.01,7.409,-1.721,12.115,9.261,7.838,5.603,4.565,10.094,5.45,6.611,8.96,8.516,6.772,5.779,6.673,6.07,5.911,10.688,5.006,9.577,11.634,12.541,9.473,6.027,10.12,7.605,5.765,7.257,5.738,10.796,12.741,9.82,7.058,8.669,5.867,13.916,5.927,7.068,7.422,10.575,6.428,9.671,13.241,9.249,4.553,7.369,11.085,10.065,13.022,9.654,8.321,11.315,6.579,9.569,7.536,10.784,12.407,12.982,8.493,10.825,8.13,11.236,7.998,10.817,7.122,8.055,7.177,13.739,8.856,10.967,7.603,8.164,8.337,13.904,10.512,13.29,7.654,0
2852812,8,4.018,7.819,6.006,8.77,-2.569,13.024,10.764,8.699,6.717,5.569,9.026,4.807,7.363,7.43,11.914,6.958,-2.569,-2.569,11.388,5.617,10.851,9.17,10.926,7.732,2.713,11.984,9.285,7.505,6.054,5.242,10.833,5.4,6.295,8.913,8.401,7.173,7.411,6.966,-2.569,6.549,10.436,4.783,11.265,11.326,12.49,9.114,5.324,9.767,7.188,5.897,6.841,7.17,10.772,12.439,9.87,7.006,8.764,5.858,13.791,6.167,6.674,7.427,10.655,6.179,10.327,13.083,5.815,4.569,7.479,11.204,10.174,12.856,9.518,8.122,11.039,5.165,10.262,6.758,10.786,12.292,12.706,8.116,10.786,8.137,11.429,7.897,10.553,7.873,8.19,6.601,13.741,9.033,10.59,7.933,8.106,8.748,13.846,9.406,13.11,5.866,0
2852813,5,4.085,6.298,6.319,9.466,-2.25,12.931,10.429,7.579,6.254,5.105,8.655,5.003,7.523,7.739,11.821,6.552,-2.25,-2.25,11.533,5.373,10.642,9.43,10.869,7.373,3.379,12.1,9.167,8.471,5.68,5.335,10.423,5.148,5.406,9.11,8.184,7.37,6.467,6.471,-2.25,5.828,10.257,4.31,9.525,11.627,12.557,9.197,6.614,10.274,7.396,5.674,6.648,7.315,11.067,12.608,9.811,7.014,8.956,5.584,13.861,6.547,6.992,7.465,10.418,6.282,10.761,13.213,6.117,4.777,8.1,11.33,9.907,12.901,9.431,8.387,11.168,5.049,9.543,7.43,10.752,12.584,12.876,8.189,10.773,8.291,11.503,8.224,10.609,7.592,8.418,7.044,13.687,9.89,10.955,7.773,8.273,8.413,13.819,10.04,13.233,6.282,0
2852814,2,4.486,7.127,5.815,7.858,-4.006,12.675,10.247,8.095,7.184,5.719,8.612,4.629,7.437,7.186,12.235,7.184,-4.006,-4.006,11.473,5.553,10.427,9.091,10.6,7.646,2.793,11.914,9.27,8.9,6.02,5.399,10.791,5.207,4.51,9.056,8.173,7.183,7.675,7.244,-4.006,6.391,10.385,4.36,10.816,11.168,12.418,9.036,5.667,9.65,7.19,5.307,6.859,7.323,10.905,12.056,9.841,6.86,8.608,5.222,13.514,5.79,6.73,7.532,10.325,5.99,10.272,12.923,5.823,5.116,7.94,11.244,10.118,12.609,9.08,8.005,10.797,5.339,9.597,6.517,10.435,12.349,12.585,8.097,10.637,8.146,11.315,7.918,10.453,7.801,8.237,6.837,13.329,9.578,10.368,7.835,7.52,8.359,13.28,8.591,12.826,5.623,0
2852815,2,4.295,7.274,5.479,7.68,-3.648,12.505,10.486,8.617,6.747,6.347,8.712,4.447,7.446,7.986,12.25,6.586,-3.648,-2.86,11.658,5.2,10.483,8.842,10.941,7.837,2.278,11.938,9.121,8.492,5.856,5.861,10.759,5.463,4.64,8.998,8.009,7.096,7.558,6.865,-3.648,6.251,10.408,4.637,10.616,11.03,12.398,8.991,6.161,9.129,6.968,5.137,6.452,6.201,10.271,12.13,9.788,7.002,8.534,5.168,13.44,5.961,7.318,7.702,10.314,5.846,9.501,12.981,6.449,5.077,7.902,11.514,10.35,12.703,9.117,8.217,11.052,5.191,9.918,6.609,10.574,12.66,12.557,8.285,10.952,8.245,10.974,7.734,10.829,7.826,8.197,6.607,13.538,9.719,10.348,8.072,8.459,8.552,13.432,8.309,12.978,5.856,0
2852816,3,5.741,7.516,6.378,9.963,-1.784,13.131,10.722,7.973,5.901,6.389,8.5,4.552,7.292,7.516,11.924,6.881,-1.784,-1.784,11.358,6.037,10.492,8.898,11.697,7.5,3.976,12.32,9.427,7.369,5.658,4.513,10.196,5.683,6.747,8.859,8.373,6.799,5.688,6.483,-1.784,5.729,10.46,4.449,10.236,11.32,12.661,9.535,5.857,9.669,6.682,5.385,6.319,7.104,10.668,12.678,10.114,8.135,8.457,5.56,13.919,7.14,7.039,7.419,10.577,6.275,10.447,13.099,9.531,3.065,7.243,11.049,10.161,13.112,9.349,8.048,10.783,5.567,9.718,6.749,10.257,11.833,12.721,7.968,10.589,8.021,11.21,8.321,10.659,6.813,7.906,6.611,13.672,8.506,10.477,7.159,7.84,7.678,13.92,9.919,13.417,7.159,0
2852817,8,4.208,7.96,5.835,8.1,-3.693,12.789,10.49,8.765,6.559,6.437,8.831,4.679,7.393,7.063,11.954,6.594,-3.693,-3.693,11.433,5.641,10.577,9.079,10.88,7.732,3.301,11.863,9.039,7.911,5.63,5.23,10.594,4.962,5.074,8.861,8.71,7.057,6.647,6.921,-3.693,6.628,10.432,4.578,10.884,11.109,12.163,8.886,5.241,9.449,6.941,5.432,6.728,7.045,10.597,12.044,9.752,6.813,8.504,5.14,13.475,5.926,6.526,7.18,10.42,5.785,9.895,12.844,6.01,4.958,7.291,10.921,10.188,12.569,9.152,7.878,10.784,5.199,9.737,6.115,10.296,12.211,12.523,7.899,10.587,7.857,11.168,7.303,10.324,7.746,7.878,6.544,13.424,9.116,10.153,7.5,7.325,8.885,13.514,8.689,12.89,5.561,0
2852818,10,5.236,6.689,5.755,8.683,-3.778,12.704,10.154,8.388,6.916,5.99,8.406,4.715,6.698,7.442,12.166,7.336,-3.778,-3.778,11.03,5.342,10.172,9.108,10.838,7.38,2.819,11.613,9.012,8.072,4.659,4.867,10.252,4.463,5.364,8.716,8.639,6.909,5.986,6.552,-0.477,5.593,10.086,4.641,9.532,11.55,12.455,9.113,5.706,9.606,6.793,5.313,7.018,5.753,11.011,11.992,9.548,6.404,8.412,4.855,13.485,5.498,6.985,7.013,10.206,5.763,9.601,12.692,8.321,3.604,7.772,10.646,9.918,12.628,9.219,7.949,10.882,4.796,9.517,6.522,10.164,12.369,12.492,7.83,10.136,7.743,11.173,7.8,10.446,7.513,7.855,6.711,13.673,9.227,10.239,7.838,7.96,8.32,13.546,8.426,12.742,5.423,0
2852819,3,4.149,6.556,6.026,10.32,-1.16,12.815,10.777,8.655,7.349,6.26,8.531,3.519,6.129,6.852,12.453,7.359,-1.16,-1.16,10.804,5.9,10.306,9.271,10.819,7.477,4.729,11.804,8.723,7.83,4.43,5.168,10.34,3.609,6.275,8.867,9.29,6.328,5.696,7.017,-1.16,6.309,10.753,5.477,9.429,12.051,12.273,9.442,4.525,10.525,7.742,6.364,6.997,6.786,11.167,11.975,9.433,5.391,8.458,5.283,13.647,6.925,6.235,6.507,11.614,6.658,10.172,12.684,7.633,-1.16,6.695,10.861,10.02,12.485,9.612,8.532,11.039,5.86,10.127,7.184,10.57,12.229,12.421,8.17,10.251,8.464,11.223,7.901,10.22,6.68,8.012,7.18,14.275,8.581,11.288,7.323,7.483,8.369,13.511,10.626,12.587,6.445,0
2852820,3,5.151,7.545,5.264,8.648,-3.322,12.511,10.216,8.341,5.576,6.551,8.474,4.275,7.062,7.522,12.037,7.009,-3.322,-3.322,11.243,5.938,10.288,8.84,10.784,7.412,1.927,11.748,9.022,7.749,5.234,3.077,10.314,5.142,6.272,8.714,7.928,6.716,5.897,6.03,-3.322,4.278,10.102,3.502,10.353,10.878,12.205,8.781,6.358,8.764,6.355,5.337,6.88,5.568,10.355,11.726,9.763,6.772,8.27,4.623,13.318,4.743,6.837,7.365,10.2,5.41,9.692,12.698,8.748,3.349,7.497,11.046,10.194,12.474,9.149,7.988,10.718,4.733,9.621,6.42,10.388,12.4,12.321,7.931,10.324,7.735,10.987,7.506,10.594,6.877,7.85,6.38,13.409,8.859,9.604,7.645,8.056,7.744,13.632,8.593,12.763,5.456,0
2852822,5,5.021,7.232,6.004,10.036,-2.087,12.953,10.426,8.103,6.776,5.022,8.747,4.482,7.505,7.64,12.299,7.269,0.308,-2.087,11.52,5.418,10.389,9.165,10.996,7.638,3.625,12.132,9.299,8.135,5.359,4.498,10.329,5.687,6.409,9.095,8.437,6.773,6.274,6.445,-2.087,5.588,10.585,4.934,9.856,11.496,12.473,9.332,5.819,9.798,6.985,5.314,7.478,6.013,10.911,12.45,9.924,7.146,8.873,5.704,13.87,5.989,6.973,7.58,10.639,6.185,9.505,13.217,8.629,4.041,7.505,11.249,10.258,13.028,9.596,8.332,11.15,5.817,9.733,7.225,10.733,12.454,12.919,8.583,10.504,8.189,11.233,7.843,10.838,6.92,8.404,7.136,13.996,9.159,10.523,7.658,8.029,8.005,13.785,10.13,13.147,6.621,0
2852823,5,4.039,6.657,6.079,10.088,-1.531,13.008,10.814,8.589,7.357,-1.531,8.986,5.198,6.486,6.603,12.027,6.627,-1.531,-1.531,11.09,5.291,11.071,9.178,10.984,7.218,2.127,11.878,8.96,7.254,5.2,5.764,10.904,5.718,5.998,8.863,8.162,6.412,8.185,6.934,-1.531,3.319,10.785,3.602,9.942,11.467,12.408,9.353,2.333,9.988,6.898,6.302,6.662,5.94,10.932,12.243,9.68,6.57,8.365,5.731,13.723,6.513,5.771,7.286,10.942,6.628,10.098,13.008,4.445,-1.531,7.345,10.945,9.863,12.836,9.591,7.874,11.386,5.279,10.591,7.109,10.58,12.631,12.7,8.067,10.727,8.043,11.19,7.944,10.814,7.541,8.001,6.207,14.065,8.792,10.816,7.782,7.091,7.912,13.789,10.2,12.765,6.85,0
2852824,4,4.429,7.148,5.939,9.805,-2.552,12.84,10.664,8.106,6.689,4.513,8.534,3.929,7.053,7.712,12.336,6.892,-2.552,-2.552,11.332,5.297,10.562,8.927,11.021,7.372,3.7,11.928,9.26,7.601,5.731,5.262,10.583,5.104,5.403,9.047,8.331,6.324,7.412,7.031,-2.552,6.013,10.898,4.834,9.926,11.537,12.264,9.408,5.935,9.677,6.868,5.627,7.216,5.822,11.027,12.511,10.021,6.807,8.456,5.555,13.863,5.123,7.474,7.235,10.477,5.913,9.533,13.144,6.912,4.322,7.426,11.133,10.234,13.013,9.461,8.164,11.209,5.546,9.932,6.617,10.459,12.3,12.817,7.822,10.454,7.795,10.713,7.962,10.883,7.526,8.071,6.799,14.037,8.825,10.309,7.814,8.05,8.515,13.746,9.402,13.102,6.369,0
2852826,3,4.697,6.975,5.933,9.637,-2.429,12.983,10.495,7.926,6.748,4.892,8.906,4.654,7.067,7.8,12.023,6.72,-2.429,-2.429,11.286,5.839,10.711,9.181,11.114,7.344,3.39,12.111,9.24,7.919,5.909,5.295,10.426,5.687,5.72,9.113,8.546,6.691,6.383,7.079,-2.429,6.132,10.844,5.187,10.26,11.713,12.449,9.56,6.261,10.006,7.272,5.525,7.204,5.939,11.178,12.597,9.78,6.951,8.743,5.649,13.966,6.174,7.159,7.297,10.742,5.931,9.611,13.188,7.079,5.004,7.74,11.09,10.115,13.034,9.575,8.226,11.297,5.358,9.801,7.008,10.739,12.535,12.875,8.432,10.629,8.041,11.088,7.792,10.894,7.476,8.247,6.542,14.071,9.016,10.764,7.778,8.218,8.467,13.925,9.813,13.097,6.457,0
2852827,6,3.627,6.996,6.031,8.49,-3.238,13.147,10.78,7.986,7.493,5.069,8.773,3.57,7.118,7.742,12.239,6.925,-3.238,-3.238,11.308,5.204,10.929,8.859,11.073,7.433,1.41,12.115,9.272,7.681,5.928,5.538,10.687,5.601,4.78,9.111,8.367,6.867,8.174,7.463,-3.238,6.083,10.687,4.531,10.569,11.485,12.531,9.566,5.868,9.909,6.792,5.32,6.998,6.743,10.676,12.554,9.931,6.792,8.368,5.846,13.858,5.981,6.81,7.406,10.478,5.605,9.588,13.169,5.497,4.676,7.488,11.038,10.293,12.931,9.622,8.11,11.327,4.589,10.101,6.455,10.8,12.347,12.911,8.469,10.745,7.721,11.109,8.468,10.769,7.751,8.111,6.7,14.165,9.332,10.934,7.848,7.913,8.224,13.723,8.954,13.068,5.699,0
2852828,9,2.349,7.181,5.698,8.609,-2.922,12.942,10.313,7.897,6.881,4.993,8.535,2.394,7.131,7.191,12.077,7.182,-2.922,-2.922,11.242,4.926,10.511,9.012,10.992,7.347,-2.922,11.982,9.259,7.523,5.418,5.592,10.785,5.142,4.711,9.187,8.068,6.519,7.405,7.078,-2.922,6.401,10.674,4.672,10.384,11.171,12.498,9.345,5.381,9.484,6.668,4.863,7.464,5.501,10.59,12.451,9.774,6.878,8.272,5.24,13.669,5.64,6.579,6.988,10.184,5.465,9.547,12.999,6.366,3.384,7.619,11.26,10.131,13.036,9.319,7.944,11.144,4.891,9.781,6.397,10.6,12.338,12.806,8.617,10.532,7.749,11.161,8.151,10.887,7.214,8.549,6.302,13.896,8.842,10.377,7.823,7.625,8.539,13.625,9.349,13.018,5.487,0
2852829,2,4.619,7.559,5.763,9.277,-2.916,12.602,11.05,8.12,6.583,5.479,8.772,6.133,7.012,7.563,11.883,6.767,-2.916,-2.916,11.287,6.014,10.496,8.873,11.02,7.871,3.147,11.624,9.258,7.312,5.463,5.551,10.625,4.704,5.964,8.626,7.735,6.631,6.882,6.709,-2.916,5.67,10.558,4.493,9.994,10.878,12.008,8.817,5.448,8.598,6.619,5.888,6.883,5.943,9.929,11.956,9.889,7.167,8.309,5.689,13.528,5.093,7.018,7.18,9.996,5.942,10.15,12.877,7.292,3.246,7.394,11.098,10.164,12.779,9.025,8.153,10.799,5.549,10.433,6.726,10.28,12.103,12.498,8.039,10.545,7.962,10.942,7.896,10.76,7.32,8.209,6.801,13.573,8.897,9.662,7.908,8.139,8.42,13.524,8.956,12.728,6.161,0
2852831,5,3.21,6.748,5.536,10.227,-1.791,12.74,10.639,7.074,6.833,5.294,8.904,4.781,7.706,7.665,12.491,6.759,-1.791,-1.791,11.678,6.388,10.66,9.175,10.921,7.462,-0.672,12.17,9.375,8.295,5.869,4.601,10.316,5.388,5.148,9.25,8.044,6.46,6.834,6.47,-1.791,5.711,10.771,4.759,9.695,11.088,12.321,8.935,5.739,9.364,7.324,5.239,7.205,5.985,10.435,12.241,9.995,7.614,8.779,6.027,13.607,5.325,7.088,7.687,10.332,5.768,9.443,13.104,7.689,3.336,7.911,11.539,10.284,12.907,9.196,8.376,11.128,5.485,9.403,7.081,10.767,12.403,12.866,8.229,10.656,7.923,10.661,8.524,11.009,7.173,8.723,6.864,13.591,9.512,10.14,7.845,7.86,8.206,13.489,10.344,13.17,6.643,0
2852832,10,6.206,6.466,5.584,10.64,-0.817,13.588,11.016,7.81,6.781,2.701,8.633,-0.817,7.485,8.092,12.361,6.887,-0.817,-0.817,11.714,5.924,11.157,9.103,10.855,7.315,-0.817,12.423,9.292,7.435,5.919,4.239,10.637,5.105,5.755,8.966,8.372,7.043,6.401,6.663,-0.817,4.739,11.28,4.921,9.004,12.161,12.269,9.674,5.712,10.519,7.7,4.488,7.342,5.792,10.714,12.799,9.95,6.642,8.734,3.775,14.031,6.21,8.05,7.237,10.461,5.977,9.89,13.551,7.5,-0.817,6.733,11.298,10.237,13.449,9.537,8.57,11.906,4.977,10.018,6.125,11.075,13.161,13.303,8.365,11.304,7.769,10.98,9.096,11.299,7.689,7.956,6.847,14.598,9.044,11.231,7.615,8.826,7.654,14.014,10.031,13.205,7.465,0
2852833,8,4.103,6.013,6.019,8.98,-2.842,13.005,10.718,8.292,7.763,3.132,8.852,4.217,6.601,6.371,12.371,7.18,-2.842,-2.842,10.869,4.022,10.536,9.216,11.168,7.197,0.654,11.951,9.095,7.833,5.121,6.09,10.336,4.212,5.372,8.756,8.614,6.377,7.236,7.235,-2.842,5.422,10.435,4.428,8.878,11.749,12.459,9.256,4.755,10.041,7.529,5.859,7.053,5.46,11.398,12.254,9.622,6.376,8.487,5.068,13.741,6.324,6.23,6.723,10.325,5.853,9.898,12.888,5.086,4,7.495,10.82,9.843,12.912,9.301,8.079,11.047,5.43,10.187,6.168,10.485,12.458,12.67,7.631,10.376,7.664,11.324,7.734,10.808,7.197,8.115,6.877,14.106,8.952,10.67,7.589,7.044,7.991,13.746,9.03,12.828,5.868,0
2852834,9,4.044,6.811,6.096,8.51,-3.042,13.117,10.787,8.069,7.975,4.105,9.099,3.861,7.3,7.346,12.034,6.671,1.447,-3.042,11.47,5.238,10.952,9.046,11.065,7.392,2.931,11.921,9.203,7.999,6.118,5.567,10.88,5.077,4.785,9.04,8.473,6.982,8.394,7.051,-3.042,5.075,10.654,4.492,9.938,11.374,12.669,9.391,5.691,10.077,6.959,5.778,6.967,6.995,10.977,12.43,9.969,7.052,8.601,5.503,13.849,6.131,6.71,7.462,10.951,5.752,9.299,13.289,5.152,4.932,7.606,11.373,10.045,12.976,9.464,8.392,11.31,5.455,10.376,6.471,11.031,12.542,12.993,8.12,10.729,7.997,11.152,8.103,10.888,7.468,8.699,6.694,14.049,9.504,10.886,7.74,7.938,7.454,13.727,9.298,13.145,5.932,0
2852835,9,4.469,6.692,5.611,7.702,-4.181,12.666,10.087,8.57,7.426,5.179,8.41,4.779,6.917,7.312,12.125,7.296,-4.181,-4.181,11.33,6.132,10.358,8.941,10.705,7.045,2.667,11.998,8.895,8.426,5.247,4.398,10.082,5.264,5.013,8.976,8.673,6.677,5.331,6.587,-4.181,5.582,10.407,4.581,9.44,11.239,12.261,9.151,6.041,9.703,6.992,4.918,7.316,5.846,11.341,12.163,10.057,6.909,8.704,5.074,13.467,6.059,6.637,7.102,10.567,5.729,9.09,12.934,8.723,3.511,8.023,11.104,10.09,12.694,9.425,8.226,10.989,5.353,9.457,6.187,10.873,12.386,12.694,8.529,10.46,7.588,11.132,8.082,10.425,6.988,8.114,6.844,13.829,9.77,10.411,7.672,7.759,7.811,13.536,9.008,12.89,5.799,0
2852836,6,4.635,7.091,6.417,9.145,-2.205,13.251,11,7.972,7.61,5.1,9.004,4.27,7.284,7.217,12.187,7.329,-2.205,-2.205,11.281,5.283,11.084,9.213,11.294,7.369,3.505,12.24,9.279,7.809,5.719,5.688,10.361,5.489,5.808,9.137,8.168,6.662,6.652,7.506,-2.205,5.547,10.733,5.119,9.971,11.493,12.418,9.358,4.394,9.761,7.124,5.769,6.783,5.966,10.84,12.389,10.093,7.054,8.608,5.77,13.854,6.712,6.671,7.033,10.29,5.741,9.723,13.003,5.519,4.576,7.598,11.232,10.205,12.878,9.2,8.115,11.134,5.168,9.979,6.391,10.739,12.317,12.734,7.963,10.529,8.037,11.439,8.027,10.73,6.961,8.433,6.856,14.029,8.882,10.419,7.429,6.967,7.881,13.599,9.466,13.153,5.972,0
2852837,4,4.812,6.557,5.697,9.812,1.791,12.921,10.774,7.538,6.721,4.333,8.505,4.329,6.743,7.625,11.873,6.534,-1.37,-2.162,10.902,6.071,10.704,8.839,10.756,7.055,4.069,11.978,9.07,6.809,5.513,5.149,10.43,4.561,5.912,8.717,9.065,7.893,6.005,7.055,-2.162,6.874,10.866,5.305,9.155,11.848,12.127,9.581,5.441,10.013,7.483,5.644,7.206,7.598,10.905,12.489,9.777,6.342,8.703,6.081,13.811,6.267,7.409,7.68,10.317,6.238,9.344,13.069,7.93,3.439,6.649,10.871,10.277,13.034,9.717,8.866,11.004,5.728,9.757,6.717,10.289,12.311,12.764,7.799,10.426,8.274,10.615,8.364,10.722,7.25,7.884,9.198,13.962,8.42,10.892,7.55,7.727,8.277,13.863,9.488,12.823,6.818,0
